# Total Pointers Found: 184105
# Format: Source_Address | Segment | Points_To_Address | Target_Name | Target_Type | Target_Detail
# Pointer size: 8
# Data xref hits: 184105
# Raw pointer hits: 0
------------------------------------------------------------------------------------------------------------------------
100005498 | __text | 1001EBD70 | off_1001EBD70 | data_pointer | data_item_size=8
100079CA0 | __text | 100234710 | off_100234710 | data_pointer | data_item_size=8
100079CC4 | __text | 100234720 | off_100234720 | data_pointer | data_item_size=8
100079CE0 | __text | 100234730 | off_100234730 | data_pointer | data_item_size=8
100079CF0 | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
100079CFC | __text | 1002063C8 | dword_1002063C8 | data_pointer | data_item_size=4
100079D00 | __text | 1002063C8 | dword_1002063C8 | data_pointer | data_item_size=4
100079D04 | __text | 1002063CC | dword_1002063CC | data_pointer | data_item_size=4
100079D08 | __text | 1002063CC | dword_1002063CC | data_pointer | data_item_size=4
100079D48 | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
100079D4C | __text | 1001EA000 | classRef_NSDictionary | data_pointer | data_item_size=8
100079D4C | __text | 1002A5DA8 | _OBJC_CLASS_$_NSDictionary | unknown_pointer | 
100079D58 | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
100079D5C | __text | 1001E6822 | sel_dictionaryWithObjects:forKeys:count: | string_pointer | "dictionaryWithObjects:forKeys:count:"
100079D5C | __text | 1001E9810 | selRef_dictionaryWithObjects:forKeys:count: | data_pointer | data_item_size=8
100079DA0 | __text | 1002349C0 | off_1002349C0 | data_pointer | data_item_size=8
100079DC4 | __text | 1002349D0 | off_1002349D0 | data_pointer | data_item_size=8
100079DE8 | __text | 1002349E0 | off_1002349E0 | data_pointer | data_item_size=8
100079E0C | __text | 1002349F0 | off_1002349F0 | data_pointer | data_item_size=8
100079E28 | __text | 100234A00 | off_100234A00 | data_pointer | data_item_size=8
100079E4C | __text | 100201855 | unknown | unknown_pointer | 
100079E54 | __text | 100201855 | unknown | unknown_pointer | 
100079E58 | __text | 100201836 | byte_100201836 | data_pointer | data_item_size=1
100079E60 | __text | 100201836 | byte_100201836 | data_pointer | data_item_size=1
100079E6C | __text | 100201856 | unknown | unknown_pointer | 
100079E70 | __text | 100201837 | byte_100201837 | data_pointer | data_item_size=1
100079E7C | __text | 100201857 | unknown | unknown_pointer | 
100079E80 | __text | 100201838 | byte_100201838 | data_pointer | data_item_size=1
100079E8C | __text | 100201858 | unknown | unknown_pointer | 
100079E90 | __text | 100201839 | byte_100201839 | data_pointer | data_item_size=1
100079E9C | __text | 100201859 | unknown | unknown_pointer | 
100079EA0 | __text | 10020183A | byte_10020183A | data_pointer | data_item_size=1
100079EAC | __text | 10020185A | unknown | unknown_pointer | 
100079EB0 | __text | 10020185B | byte_10020185B | data_pointer | data_item_size=1
100079EB8 | __text | 10020185B | byte_10020185B | data_pointer | data_item_size=1
100079EC0 | __text | 10020185E | aC_3 | string_pointer | "c"
100079EC8 | __text | 10020185E | aC_3 | string_pointer | "c"
100079ECC | __text | 10020185C | byte_10020185C | data_pointer | data_item_size=1
100079ED8 | __text | 10020185F | unknown | unknown_pointer | 
100079EDC | __text | 10020185D | byte_10020185D | data_pointer | data_item_size=1
100079EE8 | __text | 100201860 | unknown | unknown_pointer | 
100079F0C | __text | 100234640 | off_100234640 | data_pointer | data_item_size=8
100079F30 | __text | 100234650 | off_100234650 | data_pointer | data_item_size=8
100079F54 | __text | 100234660 | off_100234660 | data_pointer | data_item_size=8
100079F70 | __text | 100234670 | off_100234670 | data_pointer | data_item_size=8
100079F80 | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
100079F90 | __text | 1002A5630 | dword_1002A5630 | data_pointer | data_item_size=4
100079F98 | __text | 1002A5630 | dword_1002A5630 | data_pointer | data_item_size=4
100079FE8 | __text | 100234910 | off_100234910 | data_pointer | data_item_size=8
10007A00C | __text | 100234920 | off_100234920 | data_pointer | data_item_size=8
10007A030 | __text | 100234930 | off_100234930 | data_pointer | data_item_size=8
10007A04C | __text | 100234940 | off_100234940 | data_pointer | data_item_size=8
10007A094 | __text | 1002347B0 | off_1002347B0 | data_pointer | data_item_size=8
10007A0B8 | __text | 1002347C0 | off_1002347C0 | data_pointer | data_item_size=8
10007A0DC | __text | 1002347D0 | off_1002347D0 | data_pointer | data_item_size=8
10007A0F8 | __text | 1002347E0 | off_1002347E0 | data_pointer | data_item_size=8
10007A140 | __text | 100234A80 | off_100234A80 | data_pointer | data_item_size=8
10007A164 | __text | 100234A90 | off_100234A90 | data_pointer | data_item_size=8
10007A188 | __text | 100234AA0 | off_100234AA0 | data_pointer | data_item_size=8
10007A1A4 | __text | 100234AB0 | off_100234AB0 | data_pointer | data_item_size=8
10007A1B4 | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
10007A1F8 | __text | 1002345F0 | off_1002345F0 | data_pointer | data_item_size=8
10007A21C | __text | 100234600 | off_100234600 | data_pointer | data_item_size=8
10007A238 | __text | 100234610 | off_100234610 | data_pointer | data_item_size=8
10007A248 | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
10007A254 | __text | 100201820 | byte_100201820 | data_pointer | data_item_size=1
10007A25C | __text | 100201820 | byte_100201820 | data_pointer | data_item_size=1
10007A264 | __text | 100201840 | asc_100201840 | string_pointer | string_literal
10007A26C | __text | 100201840 | asc_100201840 | string_pointer | string_literal
10007A270 | __text | 100201821 | byte_100201821 | data_pointer | data_item_size=1
10007A27C | __text | 100201841 | unknown | unknown_pointer | 
10007A280 | __text | 100201822 | byte_100201822 | data_pointer | data_item_size=1
10007A288 | __text | 100201842 | unknown | unknown_pointer | 
10007A28C | __text | 100201823 | byte_100201823 | data_pointer | data_item_size=1
10007A294 | __text | 100201843 | unknown | unknown_pointer | 
10007A298 | __text | 100201824 | byte_100201824 | data_pointer | data_item_size=1
10007A2A4 | __text | 100201844 | unknown | unknown_pointer | 
10007A2A8 | __text | 100201825 | byte_100201825 | data_pointer | data_item_size=1
10007A2B4 | __text | 100201845 | unknown | unknown_pointer | 
10007A2B8 | __text | 100201826 | byte_100201826 | data_pointer | data_item_size=1
10007A2C4 | __text | 100201846 | unknown | unknown_pointer | 
10007A2C8 | __text | 100201827 | byte_100201827 | data_pointer | data_item_size=1
10007A2D0 | __text | 100201847 | unknown | unknown_pointer | 
10007A2D4 | __text | 100201828 | byte_100201828 | data_pointer | data_item_size=1
10007A2E0 | __text | 100201848 | unknown | unknown_pointer | 
10007A2E4 | __text | 100201829 | byte_100201829 | data_pointer | data_item_size=1
10007A2F0 | __text | 100201849 | unknown | unknown_pointer | 
10007A2F4 | __text | 10020182A | byte_10020182A | data_pointer | data_item_size=1
10007A300 | __text | 10020184A | unknown | unknown_pointer | 
10007A304 | __text | 10020182B | byte_10020182B | data_pointer | data_item_size=1
10007A30C | __text | 10020184B | unknown | unknown_pointer | 
10007A310 | __text | 10020182C | byte_10020182C | data_pointer | data_item_size=1
10007A31C | __text | 10020184C | unknown | unknown_pointer | 
10007A320 | __text | 10020182D | byte_10020182D | data_pointer | data_item_size=1
10007A328 | __text | 10020184D | unknown | unknown_pointer | 
10007A32C | __text | 10020182E | byte_10020182E | data_pointer | data_item_size=1
10007A338 | __text | 10020184E | unknown | unknown_pointer | 
10007A33C | __text | 10020182F | byte_10020182F | data_pointer | data_item_size=1
10007A348 | __text | 10020184F | unknown | unknown_pointer | 
10007A34C | __text | 100201830 | byte_100201830 | data_pointer | data_item_size=1
10007A358 | __text | 100201850 | unknown | unknown_pointer | 
10007A35C | __text | 100201831 | byte_100201831 | data_pointer | data_item_size=1
10007A368 | __text | 100201851 | unknown | unknown_pointer | 
10007A36C | __text | 100201832 | byte_100201832 | data_pointer | data_item_size=1
10007A378 | __text | 100201852 | unknown | unknown_pointer | 
10007A37C | __text | 100201833 | byte_100201833 | data_pointer | data_item_size=1
10007A388 | __text | 100201853 | unknown | unknown_pointer | 
10007A3AC | __text | 1002348C0 | off_1002348C0 | data_pointer | data_item_size=8
10007A3D0 | __text | 1002348D0 | off_1002348D0 | data_pointer | data_item_size=8
10007A3EC | __text | 1002348E0 | off_1002348E0 | data_pointer | data_item_size=8
10007A408 | __text | 100206350 | dword_100206350 | data_pointer | data_item_size=4
10007A40C | __text | 100206350 | dword_100206350 | data_pointer | data_item_size=4
10007A410 | __text | 100206354 | dword_100206354 | data_pointer | data_item_size=4
10007A414 | __text | 100206354 | dword_100206354 | data_pointer | data_item_size=4
10007A474 | __text | 100234760 | off_100234760 | data_pointer | data_item_size=8
10007A498 | __text | 100234770 | off_100234770 | data_pointer | data_item_size=8
10007A4B4 | __text | 100234780 | off_100234780 | data_pointer | data_item_size=8
10007A4D8 | __text | 100206348 | dword_100206348 | data_pointer | data_item_size=4
10007A4DC | __text | 100206348 | dword_100206348 | data_pointer | data_item_size=4
10007A4E0 | __text | 10020634C | dword_10020634C | data_pointer | data_item_size=4
10007A4E4 | __text | 10020634C | dword_10020634C | data_pointer | data_item_size=4
10007A500 | __text | 1002A5630 | dword_1002A5630 | data_pointer | data_item_size=4
10007A508 | __text | 1002A5630 | dword_1002A5630 | data_pointer | data_item_size=4
10007A53C | __text | 100234A30 | off_100234A30 | data_pointer | data_item_size=8
10007A560 | __text | 100234A40 | off_100234A40 | data_pointer | data_item_size=8
10007A57C | __text | 100234A50 | off_100234A50 | data_pointer | data_item_size=8
10007A5BC | __text | 1002346A0 | off_1002346A0 | data_pointer | data_item_size=8
10007A5E0 | __text | 1002346B0 | off_1002346B0 | data_pointer | data_item_size=8
10007A5FC | __text | 1002346C0 | off_1002346C0 | data_pointer | data_item_size=8
10007A648 | __text | 100234970 | off_100234970 | data_pointer | data_item_size=8
10007A66C | __text | 100234980 | off_100234980 | data_pointer | data_item_size=8
10007A688 | __text | 100234990 | off_100234990 | data_pointer | data_item_size=8
10007A6A4 | __text | 1002063C0 | dword_1002063C0 | data_pointer | data_item_size=4
10007A6A8 | __text | 1002063C0 | dword_1002063C0 | data_pointer | data_item_size=4
10007A6AC | __text | 1002063C4 | dword_1002063C4 | data_pointer | data_item_size=4
10007A6B0 | __text | 1002063C4 | dword_1002063C4 | data_pointer | data_item_size=4
10007A700 | __text | 100234810 | off_100234810 | data_pointer | data_item_size=8
10007A71C | __text | 100234820 | off_100234820 | data_pointer | data_item_size=8
10007A72C | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
10007A76C | __text | 100234AE0 | off_100234AE0 | data_pointer | data_item_size=8
10007A788 | __text | 100234AF0 | off_100234AF0 | data_pointer | data_item_size=8
10007A798 | __text | 100234570 | off_100234570 | data_pointer | data_item_size=8
10007A7A4 | __text | 100206358 | dword_100206358 | data_pointer | data_item_size=4
10007A7A8 | __text | 100206358 | dword_100206358 | data_pointer | data_item_size=4
10007A7AC | __text | 10020635C | dword_10020635C | data_pointer | data_item_size=4
10007A7B0 | __text | 10020635C | dword_10020635C | data_pointer | data_item_size=4
10007A7FC | __text | 1002345E0 | off_1002345E0 | data_pointer | data_item_size=8
10007A814 | __text | 100201854 | unknown | unknown_pointer | 
10007A818 | __text | 100201854 | unknown | unknown_pointer | 
10007A840 | __text | 1002348B0 | off_1002348B0 | data_pointer | data_item_size=8
10007A858 | __text | 100201890 | cfstr_C_3 | struct_pointer | struct_data
10007A888 | __text | 100234750 | off_100234750 | data_pointer | data_item_size=8
10007A89C | __text | 100206398 | dword_100206398 | data_pointer | data_item_size=4
10007A8A0 | __text | 100206398 | dword_100206398 | data_pointer | data_item_size=4
10007A8A4 | __text | 10020639C | dword_10020639C | data_pointer | data_item_size=4
10007A8A8 | __text | 10020639C | dword_10020639C | data_pointer | data_item_size=4
10007A8D4 | __text | 1002A5630 | dword_1002A5630 | data_pointer | data_item_size=4
10007A8DC | __text | 1002A5630 | dword_1002A5630 | data_pointer | data_item_size=4
10007A91C | __text | 1001E9FD8 | classRef_NSURL | data_pointer | data_item_size=8
10007A920 | __text | 1001E9FD8 | classRef_NSURL | data_pointer | data_item_size=8
10007A920 | __text | 1002A5DE0 | _OBJC_CLASS_$_NSURL | unknown_pointer | 
10007A928 | __text | 1001E6178 | sel_URLWithString: | string_pointer | "URLWithString:"
10007A928 | __text | 1001E9580 | selRef_URLWithString: | data_pointer | data_item_size=8
10007A958 | __text | 100234A20 | off_100234A20 | data_pointer | data_item_size=8
10007A990 | __text | 100234690 | off_100234690 | data_pointer | data_item_size=8
10007A9C4 | __text | 100234960 | off_100234960 | data_pointer | data_item_size=8
10007A9D8 | __text | 1002063B8 | dword_1002063B8 | data_pointer | data_item_size=4
10007A9DC | __text | 1002063B8 | dword_1002063B8 | data_pointer | data_item_size=4
10007A9E0 | __text | 1002063BC | dword_1002063BC | data_pointer | data_item_size=4
10007A9E4 | __text | 1002063BC | dword_1002063BC | data_pointer | data_item_size=4
10007AA44 | __text | 100234800 | off_100234800 | data_pointer | data_item_size=8
10007AA58 | __text | 100206378 | dword_100206378 | data_pointer | data_item_size=4
10007AA5C | __text | 100206378 | dword_100206378 | data_pointer | data_item_size=4
10007AA60 | __text | 10020637C | dword_10020637C | data_pointer | data_item_size=4
10007AA64 | __text | 10020637C | dword_10020637C | data_pointer | data_item_size=4
10007AA88 | __text | 100201854 | unknown | unknown_pointer | 
10007AA8C | __text | 100201854 | unknown | unknown_pointer | 
10007AA90 | __text | 100201835 | byte_100201835 | data_pointer | data_item_size=1
10007AA94 | __text | 100201835 | byte_100201835 | data_pointer | data_item_size=1
10007AACC | __text | 100234AD0 | off_100234AD0 | data_pointer | data_item_size=8
10007AAE0 | __text | 100206390 | dword_100206390 | data_pointer | data_item_size=4
10007AAE4 | __text | 100206390 | dword_100206390 | data_pointer | data_item_size=4
10007AAE8 | __text | 100206394 | dword_100206394 | data_pointer | data_item_size=4
10007AAEC | __text | 100206394 | dword_100206394 | data_pointer | data_item_size=4
10007AB50 | __text | 100234630 | off_100234630 | data_pointer | data_item_size=8
10007AB64 | __text | 100206360 | dword_100206360 | data_pointer | data_item_size=4
10007AB68 | __text | 100206360 | dword_100206360 | data_pointer | data_item_size=4
10007AB6C | __text | 100206364 | dword_100206364 | data_pointer | data_item_size=4
10007AB70 | __text | 100206364 | dword_100206364 | data_pointer | data_item_size=4
10007ABC4 | __text | 100234900 | off_100234900 | data_pointer | data_item_size=8
10007ABD8 | __text | 100206368 | dword_100206368 | data_pointer | data_item_size=4
10007ABDC | __text | 100206368 | dword_100206368 | data_pointer | data_item_size=4
10007ABE0 | __text | 10020636C | dword_10020636C | data_pointer | data_item_size=4
10007ABE4 | __text | 10020636C | dword_10020636C | data_pointer | data_item_size=4
10007AC10 | __text | 100201820 | byte_100201820 | data_pointer | data_item_size=1
10007AC18 | __text | 100201820 | byte_100201820 | data_pointer | data_item_size=1
10007AC20 | __text | 100201840 | asc_100201840 | string_pointer | string_literal
